arr_port^pax^Airport Name
YEG^4770.0^Edmonton International, Alta.
KIX^4720.0^Kansai International Airport
LCA^4700.0^Larnaca International Airport
OKC^4700.0^Will Rogers World Airport
LOS^4690.0^Murtala Mohammed International Airport
BIO^4650.0^Bilbao Airport
BOD^4630.0^Bordeaux–Mérignac Airport
MTY^4610.0^General Mariano Escobedo International Airport
ALA^4580.0^Almaty
DKR^4560.0^Léopold Sédar Senghor International Airport
PTP^4540.0^Pointe-à-Pitre - Le Raizet
CBR^4520.0^Canberra International Airport
CUR^4510.0^Hato International Airport
ORF^4480.0^Norfolk International Airport
SDF^4470.0^Standiford Field
GUA^4460.0^Guatemala Aeropuertola Aurora
BHX^4420.0^Birmingham / Airport
NAP^4420.0^Naples International Airport
CNX^4400.0^Chiang Mai
RIX^4400.0^Riga International Airport
VKO^4360.0^Vnukovo International Airport
RIC^4300.0^Richmond International Airport
ABQ^4290.0^Albuquerque International Airport
CHS^4160.0^Charleston International Airport
OMA^4120.0^Eppley Airfield
PSP^4100.0^Palm Springs International Airport
TUS^4090.0^Tucson International Airport
SAV^4080.0^Savannah International Airport
KRK^4030.0^John Paul II International Airport Kraków-Balice
WLG^3990.0^Wellington International Airport
RGN^3940.0^Yangon
CUZ^3910.0^Alejandro Velasco Astete International Airport
YOW^3860.0^Ottawa Int'L. Ont.
ACC^3810.0^Kotoka International Airport
AER^3790.0^Sochi International Airport
PMO^3790.0^Palermo / Punta Raisi
GEG^3770.0^Spokane International Airport
ABZ^3710.0^Aberdeen / Dyce
GOI^3680.0^Goa International Airport
HOU^3670.0^William P Hobby Airport
RNO^3640.0^Reno/Tahoe International Airport
FDF^3630.0^Martinique-Aimé-Césaire
NAN^3630.0^Nadi International Airport
STT^3620.0^Cyril E. King Airport
HER^3620.0^Heraklion Airport
LAD^3610.0^Luanda
ZAG^3610.0^Zagreb Airport
LKO^3600.0^Chaudhary Charan Singh Airport
MDW^3590.0^Chicago Midway Airport
GLA^3570.0^Glasgow Airport
DAR^3520.0^Julius Nyerere International Airport
PVD^3510.0^Theodore Francis Green State Airport
BAQ^3440.0^Ernesto Cortissoz
CNS^3420.0^Cairns International Airport
ESB^3420.0^Ankara / Esenboga
OAK^3390.0^Metropolitan Oakland International Airport
CGH^3390.0^Sao Paulo/Congonhas Aeroporto
POS^3360.0^Piarco International Airport
PLZ^3330.0^Port Elizabeth Airport
GSO^3330.0^Piedmont Triad International Airport
PNS^3290.0^Pensacola Regional Airport
HND^3290.0^Tokyo International Airport
IBZ^3280.0^Ibiza Airport
DAY^3280.0^James M Cox Dayton International Airport
MED^3280.0^Madinah
MGA^3260.0^Managua A. C. Sandino
FNC^3210.0^Aeroporto Da Madeira
KRT^3190.0^Khartoum International Airport
BOI^3190.0^Boise Air Terminal
TBS^3180.0^Tbilisi International Airport
LUX^3160.0^Luxembourg Findel Airport
RUN^3150.0^Roland Garros Airport
LIT^3140.0^Adams Field
ELP^3130.0^El Paso International Airport
TSE^3130.0^Astana International Airport
GRR^3110.0^Gerald R. Ford International Airport
IKA^3110.0^Tehran Imam Khomeini International Airport
DSM^3090.0^Des Moines International Airport
ADB^3060.0^Izmir / Adnan Menderes
ROC^3040.0^Greater Rochester International Airport
ADZ^3030.0^San Andres Isla / Sesquicentenario
ONT^3020.0^Ontario International Airport
TRD^3000.0^Trondheim Airport, Værnes
MYR^3000.0^Myrtle Beach International Airport
SYR^3000.0^Syracuse Hancock International Airport
KRR^3000.0^Krasnodar
CEB^2990.0^Mactan-Cebu International Airport
NUE^2980.0^Nuremberg Airport
HBE^2970.0^Alexandria Borg El Arab
BGI^2960.0^Grantley Adams International Airport
ORN^2950.0^Oran / Es Senia
ROV^2950.0^Rostov-on-Don Airport
BHM^2920.0^Birmingham-Shuttlesworth International Airport
TIP^2860.0^Tripoli Inter-National Airport
KIN^2840.0^Norman Manley International Airport
GYD^2810.0^Heydar Aliyev International Airport
TUL^2810.0^Tulsa International Airport
YHZ^2800.0^Halifax International Airport
MBA^2800.0^Mombasa
SUF^2760.0^Lamezia Terme International Airport
TRN^2760.0^Turin Caselle Airport
ALC^2760.0^Alicante Airport
BMA^2760.0^Stockholm-Bromma Airport
SVQ^2750.0^Sevilla / San Pablo
KBV^2740.0^Krabi Airport
SXM^2740.0^Princess Juliana Airport
PPT^2720.0^Tahiti-Faaa
SDU^2720.0^Santos Dumont Airport
FAO^2700.0^Faro / Aeroporto
COS^2690.0^Colorado Springs Airport
YWG^2680.0^Winnipeg Int. Airportman.
BRI^2680.0^"Bari ""Karol Wojtyła"" Airport"
SEZ^2670.0^Seychelles International Airport
ABJ^2600.0^Abidjan
GSP^2600.0^Greenville-Spartanburg Airport
CTS^2600.0^New Chitose Airport
MSQ^2600.0^Minsk National Airport
EBB^2600.0^Entebbe Airport
NTE^2570.0^Nantes Atlantique Airport
GUM^2560.0^Antonio B. Won Pat International Airport
TLL^2520.0^Tallinn Airport
TIA^2520.0^Tirana International Airport Nënë Tereza
PAP^2520.0^Toussaint Louverture International Airport
MSN^2490.0^Dane County Regional Airport
ATQ^2480.0^Amritsar
MDT^2470.0^Harrisburg International Airport
MVD^2430.0^Carrasco International Airport
CAE^2430.0^Columbia Metropolitan Airport
SAW^2430.0^Sabiha Gökçen International Airport
PNQ^2420.0^Pune Airport
EVN^2410.0^Zvartnots International Airport
XNA^2410.0^Northwest Arkansas Regional Airport
SVX^2400.0^Ekaterinburg
GDN^2400.0^GdańskZechowo
TFS^2360.0^Tenerife South Airport
USH^2350.0^Ushuaia Aerodrome
OOL^2350.0^Gold Coast Airport
ALB^2350.0^Albany County Airport
IGR^2340.0^Cataratas del Iguazú International Airport
UVF^2340.0^Hewanorra International Airport
ANU^2340.0^V. C. Bird International Airport
CNF^2330.0^Belo Horizonte
TAO^2320.0^Qingdao
SSH^2320.0^Sharm El Sheikh international airport
SRQ^2320.0^Sarasota / Bradenton International Airport
KIV^2310.0^Chişinău International Airport
BUR^2280.0^Bob Hope Airport
MFM^2280.0^Macau International Airport
HBA^2260.0^Hobart Airport
TYS^2240.0^McGhee Tyson Airport
PWM^2240.0^Portland International Jetport
PMV^2220.0^Margarita / Del Carib
SIP^2220.0^Simferopol
KTA^2210.0^Karratha Airport
CAG^2200.0^Cagliari Elmas Airport
SXB^2200.0^Strasbourg International Airport
NCL^2200.0^Newcastle International Airport
JAI^2190.0^Jaipur Airport
IGU^2190.0^Foz Do Iguacu Aeroporto
SMR^2180.0^Simón Bolívar International Airport
POA^2160.0^Aeroporto Internacional Salgado Filho
ICT^2160.0^Wichita Mid-Continent Airport
PLS^2160.0^Providenciales
PNH^2150.0^Phnom Penh International Airport
SJJ^2140.0^Sarajevo
LGB^2130.0^Long Beach Airport (Daugherty Field)
BSB^2130.0^Brasilia International Airport
GCM^2110.0^Owen Roberts International Airport
BJX^2110.0^Del Bajío International Airport
BGA^2100.0^Palonegro International Airport
SSA^2100.0^Salvador Aeroporto
GEO^2070.0^Georgetown/Cheddi Jagan International Airport
LIR^2070.0^Liberia
BLL^2050.0^Billund Lufthavn
BSL^2030.0^Bâle-Mulhouse
RHO^2030.0^Rhodes International Airport
VVI^2020.0^Viru Viru International Airport
PUS^2020.0^Pusan / Kimhae International Airport
ODS^2020.0^Odessa International Airport
IXE^2010.0^Mangalore Airport
HRE^2000.0^Harare International Airport
NGO^2000.0^Chūbu Centrair International Airport
COR^1980.0^Pajas Blancas Airport
VRN^1970.0^Verona Villafranca Airport
HSV^1950.0^Huntsville International Airport-Carl T Jones Field
CCP^1950.0^Carriel Sur International Airport
ABV^1950.0^Nnamdi Azikiwe International Airport
BRE^1950.0^Bremen Airport
XMN^1880.0^Xiamen
JTR^1880.0^Santorini Airport
FAI^1870.0^Fairbanks International Airport
EYW^1870.0^Key West International Airport
MDZ^1870.0^Mendoza Aerodrome
VNO^1870.0^Vilnius Airport
AHB^1850.0^Abha
MHT^1840.0^Manchester Airport
PEI^1830.0^Pereira / Matecana
MRV^1820.0^Mineral'Nye Vody
GOA^1810.0^Aeroporto Cristoforo Colombo
FUE^1810.0^Fuerteventura Airport
PDL^1800.0^Ponta Delgada / Nordela Acores
KUF^1790.0^Samara
DJE^1790.0^Djerba–Zarzis International Airport
CZL^1790.0^Mohamed Boudiaf International Airport
DBV^1760.0^Dubrovnik Airport
TOS^1750.0^Tromsø Airport
HGH^1720.0^Hangzhou Xiaoshan International Airport
ZQN^1720.0^Queenstown Airport
PEN^1720.0^Penang International Airport
PEW^1720.0^Bacha Khan International Airport
CTU^1710.0^Chengdu
AQP^1710.0^Arequipa
CZM^1700.0^Cozumel International Airport
ACE^1700.0^Lanzarote Airport
MPM^1690.0^Aeroporto Internacional de Mavalane
OVB^1680.0^Tolmachevo Airport
SHA^1670.0^Shanghai / Hongqiao
ANF^1660.0^Aeropuerto Cerro Moreno
AAQ^1650.0^Anapa Airport
ASU^1650.0^Asuncion / Aeropuerto
XPG^1630.0^Paris FR Gare Du Nord Rail Stn
BRC^1620.0^Bariloche Aerodrome
CAK^1610.0^Akron-Canton Regional Airport
HPN^1610.0^Westchester County Airport
LUN^1610.0^Lusaka Internationalairport
MMX^1610.0^Malmö Airport
GMP^1610.0^Seoul / Kimp'O International Airport
SPU^1600.0^Split Airport
DRW^1600.0^Darwin International Airport
CJC^1600.0^Aeródromo El Loa
BTR^1600.0^Baton Rouge Metropolitan Airport
TAS^1600.0^Tashkent
VPS^1580.0^Valparaiso / Eglin Air Force Base
KHH^1580.0^Kaohsiung International Airport
KBL^1580.0^Kabul International Airport
YQB^1580.0^Jean Lesage International Airport
BZN^1560.0^Gallatin Field Airport
VVO^1550.0^Vladivostok International Airport
BDA^1540.0^Kindley Field
DAB^1540.0^Daytona Beach International Airport
TGU^1540.0^Tegucigalpa
JAN^1530.0^Jackson-Evers International Airport
BZE^1520.0^Belize International Airport
GPT^1520.0^Gulfport-Biloxi Regional Airport
FAT^1510.0^Fresno Air Terminal Airport
ZNE^1510.0^Newman Airport
AJA^1510.0^Ajaccio Napoleon Bonaparte Airport
AGA^1510.0^Agadir Al Massira
SZX^1510.0^Shenzhen Bao'an International Airport
PBM^1500.0^Johan A. Pengel
BOO^1500.0^Bodø Airport
LJU^1490.0^Ljubljana Jože Pučnik Airport
BTV^1490.0^Burlington International Airport
TNR^1480.0^Ivato International Airport
IDR^1480.0^Devi Ahilyabai Holkar International Airport
IXC^1470.0^Chandigarh Airport
STI^1470.0^Cibao International
PAT^1470.0^Patna
WDH^1470.0^Windhoek Hosea Kutako International Airport
FOC^1460.0^Fuzhou
WRO^1450.0^Wrocław – Copernicus Airport
SAP^1450.0^La Mesa San Pedro Sula
TGD^1440.0^Podgorica Airport
PRN^1440.0^Pristina International Airport (PIA)
VNS^1440.0^Lal Bahadur Shastri Airport
GAU^1430.0^Guwāhāti
DRS^1430.0^Dresden Airport
FAY^1430.0^Fayetteville Municipal Airport
TLH^1430.0^Tallahassee Regional Airport
POM^1430.0^Moresby
BLA^1420.0^Campo Nuevo
BHD^1420.0^Belfast / Harbour
SZG^1410.0^Salzburg Airport
YQR^1400.0^Regina
OUD^1400.0^Angads Airport
BEN^1400.0^Benina
SKP^1400.0^Skopje-Petrovec
TSV^1390.0^Townsville Airport
DAL^1390.0^Dallas Love Field
LPB^1380.0^J F Kennedy
RPR^1380.0^Swami Vivekananda Airport
BDS^1380.0^Brindisi – Salento Airport
SLA^1380.0^Martín Miguel de Güemes International Airport
TUU^1380.0^Tabuk
YLW^1380.0^Kelowna International Airport
PZO^1370.0^Guayana / Manuel Car
NOU^1370.0^La Tontouta International Airport
ELS^1370.0^East London Airport
VGO^1360.0^Vigo-Peinador Airport
FSD^1360.0^Joe Foss Field
JAC^1360.0^Jackson Hole Airport
IEV^1350.0^Kyiv Zhuliany International Airport
PMC^1340.0^Puerto Montt
BUQ^1340.0^Bulawayo Airport
REP^1330.0^Siemreap
JRO^1320.0^Kilimanjaro International Airport
YTZ^1310.0^Toronto Island Airport Automated Reporting Station
OLB^1310.0^Olbia - Costa Smeralda Airport
VAR^1290.0^Varna Airport
ZYL^1290.0^Sylhet
YYJ^1290.0^Victoria International Airport
CGP^1290.0^Shah Amanat International Airport
SNN^1280.0^Shannon Airport
BKI^1280.0^Jesselton
SBA^1270.0^Santa Barbara Municipal Airport
TAB^1270.0^Crown Point Airport
YYT^1260.0^St. John's, Nfld
ILM^1260.0^Wilmington International Airport
DLC^1230.0^Dalian Zhoushuizi International Airport
KHV^1220.0^Habarovsk
SGF^1220.0^Springfield-Branson National Airport
NKG^1220.0^Nanjing
BES^1220.0^Brest-Bretagne
BGW^1210.0^Baghdad International Airport
HRG^1210.0^Hurguada
VTZ^1210.0^Vishakhapatnam Airport
PSC^1200.0^Tri-Cities Airport
FPO^1200.0^Freeport International Airport
SHE^1200.0^Shenyang / Taokian
MPL^1190.0^Montpellier-Méditerranée
MAR^1190.0^La Chinita Internacional
PIU^1190.0^Capitán FAP Guillermo Concha Iberico International Airport
CKY^1180.0^Conakry International Airport
DUD^1180.0^Dunedin Airport
LCG^1170.0^A Coruña Airport
BIQ^1170.0^Biarritz-Bayonne-Anglet
FRU^1160.0^Bishkek/Manas Airport
TRU^1160.0^Trujillo
FTE^1160.0^El Calafate Airport
LIL^1150.0^Lille-Lesquin
CUC^1150.0^Cucuta / Camilo Daza
BIL^1150.0^Logan International Airport
AMA^1140.0^Rick Husband Amarillo International Airport
DLA^1140.0^Douala Obs.
KJA^1130.0^Yemelyanovo Krasnoyarsk International Airport
TIJ^1130.0^Tijuana International Airport
PHE^1130.0^Port Hedland Pardoo
BKO^1120.0^Bamako / Senou
UDR^1120.0^Udaipur Dabok
SAH^1080.0^Sana'A
VER^1080.0^Veracruz / Las Bajadas / General Heriberto Jara
MTR^1080.0^Los Garzones Airport
BJV^1080.0^Bodrum Milas Airport
CUU^1080.0^Chihuahua International
LEJ^1070.0^Leipzig-Halle Airport
KGL^1070.0^Kigali International Airport
DOK^1060.0^Donetsk
CHQ^1060.0^Chania International Airport
LEX^1060.0^Blue Grass Airport
IXB^1050.0^Siliguri
CPO^1050.0^Desierto de Atacama Airport
VSA^1040.0^Villahermosa
BZV^1040.0^Maya-Maya Airport
CWB^1040.0^Curitiba Aeroporto
HMO^1040.0^Hermosillo, Son.
KMG^1040.0^Kunming
GIZ^1040.0^Gizan
CJB^1030.0^Coimbatore / Peelamedu
ROA^1030.0^Roanoke Regional Airport-Woodrum Field
JER^1020.0^Jersey Airport
PHF^1020.0^Newport News-Williamsburg International Airport
RAP^1020.0^Rapid City Regional Airport
KGD^1020.0^Khrabrovo Airport
ZYR^1020.0^Brussels BE Brussels Midi Stn
MOB^1010.0^Mobile Regional Airport
COO^1010.0^Cotonou
REC^1010.0^Recife Aeroporto
RAJ^1010.0^Rajkot Airport
IQT^1010.0^Iquitos
ASE^1010.0^Aspen-Pitkin County Airport-Sardy Field
OVD^1010.0^Asturias / Aviles
VTE^1000.0^Wattay International Airport
MAH^1000.0^Menorca Airport
FLN^1000.0^Florianopolis Aeroporto
GRX^990.0^Federico García Lorca Airport
CHA^990.0^Lovell Field
CUE^990.0^Cuenca / Mariscal Lamar
MYY^990.0^Miri Airport
ULN^990.0^Ulan-Bator Chinggis Khan International Airport
FIH^990.0^N'djili Airport
ITO^980.0^Hilo International Airport
ADA^980.0^Adana / Sakirpasa
ECP^980.0^Northwest Florida Beaches International Airport
IQQ^980.0^Iquique / Diego Arac
EAM^980.0^Najran
MFE^980.0^McAllen Miller International Airport
ZNZ^970.0^Zanzibar / Kisauni
RBA^970.0^Rabat-Salé Airport
YMM^970.0^Fort McMurray Airport
PUF^960.0^Pau Pyrénées Airport
EBL^960.0^Erbil International Airport
GLT^960.0^Gladstone Airport
LBV^960.0^Libreville
POZ^950.0^Posnan/Lawica
LWO^950.0^Lviv International Airport
MJT^950.0^Mytilini Airport
BRS^950.0^Bristol / Lulsgate
TIV^950.0^Tivat Airport
NAG^940.0^Nagpur Sonegaon
MID^940.0^Merida / lic Manuel Crecencio
CEK^940.0^Chelyabinsk-Balandino
KRS^940.0^Kristiansand Airport, Kjevik
BJM^920.0^Aéroport de Bujumbura Gakumbu
NAT^920.0^Augusto Severo International Airport
BIA^920.0^Bastia-Poretta
HLA^920.0^Lanseria
MIR^920.0^Monastir Habib Bourguiba International Airport
JMK^920.0^Mikonos Island, Mikonos Airport
EUG^910.0^Mahlon Sweet Field Airport
LLW^910.0^Lilongwe International Airport
OUA^910.0^Ouagadougou Airport
FSC^910.0^Figari - Sud-Corse
UFA^910.0^Ufa International Airport
PSA^910.0^Pisa / S. Giusto
MAO^900.0^Eduardo Gomes International Airport
PUQ^900.0^Punta Arenas
NSI^900.0^Yaounde
TRZ^900.0^Tiruchirappalli International Airport
LFT^890.0^Lafayette Regional Airport
FUK^890.0^Fukuoka Airport
CKG^890.0^Chongqing
MZT^890.0^Mazatlan / G. Buelna
TSR^890.0^Timisoara
REG^890.0^Reggio Calabria Airport
AVL^890.0^Asheville Regional Airport
YXE^890.0^Saskatoon, Sask.
ABE^880.0^Lehigh Valley International Airport
ITM^880.0^Osaka International Airport
CRW^880.0^Yeager Airport
SUB^880.0^Juanda International Airport
MLI^880.0^Quad City International Airport
CGO^880.0^Zhengzhou
SFA^870.0^Sfax–Thyna International Airport
IXM^870.0^Madurai Airport
FOR^870.0^Pinto Martins
ZIH^870.0^Ixtapa-Zihuatanejo
MLB^870.0^Melbourne International Airport
VAA^860.0^Vaasa
CRP^860.0^Corpus Christi International Airport
SHV^860.0^Shreveport Regional Airport
CHO^860.0^Charlottesville-Albemarle Airport
SDK^850.0^Sandakan Airport
DED^850.0^Dehradun Airport
MMK^850.0^Murmansk Airport
SID^850.0^Amílcar Cabral International Airport
CID^850.0^The Eastern Iowa Airport
VIX^850.0^Eurico de Aguiar Salles Airport
BBI^850.0^Bhubaneswar
KRN^850.0^Kiruna
KKC^850.0^Khon Kaen
HAU^840.0^Haugesund / Karmoy
RAI^840.0^Praia International Airport
LBB^840.0^Lubbock International Airport
GRB^840.0^Austin Straubel International Airport
PBO^840.0^Paraburdoo Airport
IXU^840.0^Aurangabad Airport
SLL^840.0^Salalah Airport
GRK^830.0^Fort Hood, Robert Gray AAF Ft Hood
SLP^830.0^San Luis Potosi, S. L. P.
KZN^820.0^Kazan International Airport
JUB^820.0^Juba Airport
FWA^820.0^Fort Wayne International Airport
GPS^820.0^Seymour Airport
SHJ^820.0^Sharjah International Airport
AGU^810.0^Aguascalientes, Ags.
PSO^810.0^Pasto / Antonio Narin
AAE^810.0^Rabah Bitat Annaba Airport
AAL^810.0^Aalborg Airport
PHC^810.0^Port Harcourt International Airport
